days_left,stock,price,avg_sales,discount,season_demand,supplier_delay,storage_temp,product_age,category,risk
28,137,252,41,31,0.52,4,4,18,2,0
9,85,244,5,10,0.86,5,1,3,3,0
17,83,235,28,30,0.41,5,9,7,1,0
29,119,116,48,24,0.8,6,3,31,4,0
6,12,276,35,3,0.21,0,1,22,5,0
6,183,323,48,44,0.96,1,8,52,2,0
7,101,498,27,19,0.19,6,0,19,2,0
6,150,187,31,12,0.31,3,3,19,3,1
8,192,286,26,36,1.0,9,4,24,3,0
11,143,165,12,0,0.91,1,8,30,2,0
17,152,46,49,48,0.31,1,9,24,2,0
11,146,494,38,8,0.3,2,3,59,2,0
26,163,375,13,16,0.97,3,9,56,2,0
22,108,290,9,32,0.11,2,2,17,5,0
9,99,104,20,30,0.31,0,7,59,1,0
9,166,75,41,9,0.59,3,7,5,5,0
9,161,405,20,24,0.16,2,1,15,5,0
11,151,22,29,45,1.0,8,1,49,2,0
15,117,341,31,5,0.98,3,0,33,3,0
25,49,426,17,21,0.79,6,2,51,5,0
17,75,122,18,34,0.29,8,1,49,5,0
3,51,288,47,12,0.55,7,1,36,5,0
6,115,480,31,1,0.77,6,2,16,1,1
20,114,228,12,2,0.28,0,8,47,2,0
29,25,169,12,31,0.32,3,0,8,3,0
3,125,46,48,3,0.92,9,2,35,2,0
14,197,200,16,33,0.84,3,1,9,4,0
29,161,121,18,32,0.7,2,4,20,4,0
2,74,100,31,28,0.8,2,7,52,4,0
25,65,277,10,7,0.47,6,6,51,3,0
28,40,317,23,29,0.2,8,6,10,5,0
24,51,87,14,49,0.71,3,6,22,1,0
8,118,185,11,49,0.85,7,4,40,3,0
2,129,267,16,40,0.28,9,6,1,1,0
9,79,126,18,19,0.99,2,1,25,4,0
21,164,414,2,13,0.35,3,0,40,5,0
8,105,27,6,22,0.44,5,5,58,5,0
11,37,115,36,3,0.29,8,2,49,4,0
12,101,233,47,31,0.95,5,9,47,4,0
1,83,258,5,19,0.85,8,8,31,3,1
12,33,445,41,8,0.32,4,4,56,1,0
14,66,24,45,11,0.97,8,5,3,5,0
1,66,350,25,46,0.3,8,3,8,1,0
6,63,255,1,31,0.72,1,1,27,5,0
9,148,54,46,40,0.19,4,7,46,2,0
28,46,162,31,27,0.79,4,9,26,5,0
20,33,175,7,2,0.46,7,0,14,3,0
4,72,442,44,23,0.8,6,3,17,3,0
13,171,485,17,49,0.51,5,7,17,1,0
12,135,303,29,39,0.81,7,2,41,5,0
10,53,211,20,46,0.27,2,6,2,4,0
25,165,82,6,33,0.31,5,6,34,1,0
26,110,149,22,1,0.45,2,6,6,3,0
9,121,456,3,22,0.9,8,3,59,4,0
7,67,311,33,36,0.35,8,8,23,2,0
29,20,229,15,4,0.89,3,6,13,4,0
12,175,85,15,26,0.19,0,9,33,4,0
7,112,379,4,40,0.69,7,1,24,4,0
19,150,156,32,21,0.25,8,6,41,4,0
12,120,430,31,8,0.93,1,2,40,1,0
5,143,305,19,25,0.31,7,9,5,3,0
28,107,114,19,27,0.46,1,0,22,2,0
1,152,422,5,47,0.15,4,0,45,3,0
14,25,466,43,10,0.99,2,2,50,1,0
3,47,195,36,41,0.97,8,9,11,2,0
21,168,75,15,8,0.83,5,4,45,2,0
4,31,77,1,24,0.64,4,5,7,4,0
4,145,483,49,5,0.45,7,1,44,5,0
3,13,406,47,26,0.32,6,8,37,4,0
4,142,357,37,35,0.36,0,8,56,3,0
18,133,307,31,17,0.47,1,3,37,4,0
1,10,75,26,26,0.55,5,7,53,3,0
23,184,55,31,23,0.89,6,1,34,5,0
21,124,146,19,8,0.42,5,6,3,5,0
7,24,345,30,25,0.55,7,9,15,4,0
6,107,141,44,3,0.75,8,8,10,1,0
12,192,486,35,37,0.83,7,9,57,4,0
5,123,278,8,45,0.44,3,8,31,3,0
21,108,267,22,45,0.42,3,0,59,2,0
21,142,463,38,49,0.98,8,8,27,5,0
12,133,67,26,40,0.32,5,2,51,5,0
23,138,422,11,44,0.49,2,7,28,3,0
29,186,442,9,39,0.67,7,0,52,5,0
11,28,441,26,3,0.29,6,9,41,5,0
26,178,311,3,35,0.47,5,2,43,1,0
28,28,213,20,28,0.25,5,9,2,2,0
4,34,44,4,27,0.5,0,0,34,3,0
14,149,315,27,4,0.7,4,0,2,5,0
29,138,370,13,22,0.67,6,7,3,3,0
23,83,39,42,18,0.21,4,3,15,2,0
8,142,384,48,2,0.41,7,1,48,4,0
4,177,79,32,24,0.36,4,7,32,4,0
17,156,243,11,3,0.31,4,8,10,5,0
9,75,445,42,17,0.43,3,2,42,2,0
23,182,207,29,42,0.64,8,9,55,2,0
26,120,439,33,29,0.33,4,3,23,1,0
6,148,498,41,1,0.85,2,0,14,3,1
3,181,134,1,41,0.47,6,2,58,4,0
3,117,49,2,33,0.43,5,9,1,2,0
26,62,135,32,43,0.67,8,3,47,2,0
4,18,278,13,48,0.95,3,3,40,4,0
24,67,342,45,5,0.73,6,8,35,2,0
21,152,311,35,35,0.56,4,1,47,5,0
28,190,47,7,35,0.61,1,8,26,5,0
26,185,71,25,17,0.85,4,7,12,5,0
25,146,80,8,36,0.35,6,7,15,3,0
28,173,112,47,15,0.6,4,4,23,4,0
8,29,152,28,12,0.65,4,1,21,5,0
6,86,497,10,28,0.39,4,0,50,4,0
14,138,88,42,43,0.87,9,6,34,4,0
20,185,130,17,26,0.72,9,7,42,4,0
19,69,145,23,42,0.8,9,4,3,5,0
26,139,28,32,34,0.93,1,6,39,4,0
2,170,124,48,11,0.64,8,0,21,2,1
3,68,239,7,39,0.21,4,6,33,5,0
12,118,462,5,44,0.35,7,6,50,2,0
21,93,362,9,27,0.24,1,8,50,3,0
1,190,214,18,0,0.11,6,4,27,4,1
20,178,324,12,3,0.15,4,4,51,4,0
13,56,271,8,41,0.32,6,4,58,4,0
24,22,261,47,10,0.48,4,4,21,5,0
22,58,304,35,14,0.61,2,6,35,2,0
14,80,424,47,15,0.12,1,8,53,1,0
7,101,291,18,12,0.97,8,7,14,5,0
3,34,399,32,45,0.17,9,8,47,1,0
1,58,69,3,25,0.39,5,0,42,1,0
29,148,157,22,0,0.35,9,5,49,4,0
14,61,196,7,28,0.74,8,0,43,3,0
21,90,130,15,38,0.21,2,4,11,1,0
23,35,388,2,12,0.59,1,6,33,3,0
11,22,223,7,38,0.73,1,6,2,2,0
26,186,191,13,8,0.71,8,7,39,5,0
4,116,111,15,23,0.27,5,9,32,1,0
22,10,341,27,29,0.34,4,7,40,3,0
16,168,95,36,34,0.12,9,7,7,4,0
12,20,360,40,47,0.9,2,8,36,5,0
14,154,367,39,49,0.5,1,8,17,1,0
4,69,91,44,16,0.73,4,2,19,2,0
8,156,33,28,5,0.48,4,3,56,5,0
18,186,249,4,19,0.79,2,8,12,5,0
22,109,87,29,23,0.32,2,1,56,2,0
17,10,154,13,24,0.31,0,3,55,2,0
16,35,98,10,14,0.65,0,2,3,3,0
8,93,374,4,32,0.81,8,9,53,3,0
28,194,302,1,40,0.18,6,4,3,2,0
8,68,490,7,20,0.14,4,8,1,5,0
29,34,82,29,27,0.3,2,7,57,4,0
4,17,292,18,48,0.44,8,0,20,5,0
25,198,30,33,45,0.81,6,5,23,3,0
22,118,438,33,29,0.12,3,1,51,4,0
27,69,75,46,9,0.34,3,1,9,5,0
3,59,303,17,10,0.49,1,0,20,2,1
28,93,487,12,11,0.5,7,0,49,4,0
13,194,69,7,43,0.8,4,1,13,4,0
22,42,162,33,36,0.94,9,7,47,4,0
12,105,35,8,48,0.82,0,7,3,1,0
11,176,479,16,48,0.62,6,1,4,1,0
16,36,108,16,42,0.87,2,3,45,4,0
3,126,56,34,23,0.56,4,6,31,1,0
14,126,228,22,14,0.77,2,6,19,5,0
18,18,448,46,42,0.32,4,1,44,3,0
15,64,399,9,49,0.53,0,0,1,5,0
18,104,78,23,39,0.54,6,2,42,4,0
11,91,199,16,35,0.18,0,7,54,5,0
22,46,165,8,43,0.33,3,7,48,2,0
23,182,458,49,12,0.39,3,5,37,2,0
2,130,58,2,11,0.27,4,1,36,1,1
24,112,150,42,28,0.69,5,6,20,3,0
26,109,274,28,1,0.89,8,7,12,3,0
14,30,172,12,0,0.35,4,6,23,5,0
28,162,338,9,49,0.78,3,8,49,4,0
22,72,340,41,8,0.78,5,0,45,1,0
1,185,428,44,6,0.33,3,2,22,2,1
1,181,24,32,0,0.45,3,7,33,4,1
28,184,311,10,17,0.21,1,1,38,3,0
14,91,456,5,48,0.66,1,0,49,1,0
2,36,172,35,45,0.42,8,1,38,5,0
28,189,108,26,42,0.11,6,1,57,5,0
17,128,436,27,10,0.61,7,3,36,1,0
4,76,381,26,47,0.11,5,2,57,4,0
6,76,64,11,16,0.33,8,7,13,1,1
5,194,494,26,42,0.82,3,0,4,3,0
1,95,186,2,25,0.19,4,2,51,3,0
17,34,96,45,13,0.84,3,9,23,5,0
4,52,234,47,46,0.83,4,5,7,4,0
5,194,488,39,6,0.58,1,9,33,5,1
10,69,455,33,46,0.23,1,2,44,4,0
7,108,199,45,7,0.73,8,8,25,2,0
14,41,206,13,31,0.84,6,3,5,3,0
15,111,72,23,20,0.84,0,2,49,3,0
3,83,126,4,17,0.28,0,0,37,4,1
7,16,247,1,45,0.29,2,4,56,3,0
7,68,383,19,43,0.38,9,9,48,3,0
13,31,385,38,33,0.45,3,1,49,2,0
24,32,115,27,32,0.37,9,8,52,2,0
15,66,55,48,44,0.49,2,2,21,5,0
10,29,474,36,22,0.29,9,6,49,2,0
19,181,106,28,40,0.34,0,3,36,1,0
25,145,84,35,27,0.67,8,5,41,4,0
4,159,368,24,21,0.3,6,7,53,3,0
15,13,349,18,37,0.58,3,1,49,3,0
5,113,25,41,1,0.14,6,2,31,5,0
15,93,361,40,38,0.99,9,3,18,3,0
19,182,489,11,43,0.91,7,4,31,2,0
25,102,448,40,19,0.13,0,1,55,4,0
13,112,49,18,7,0.15,4,9,56,4,0
5,76,194,41,38,0.23,1,3,46,5,0
9,119,354,26,13,0.7,3,9,21,1,0
2,59,339,29,40,0.28,0,4,11,4,0
9,193,264,42,24,0.76,6,9,40,2,0
14,95,448,19,47,0.35,0,0,53,2,0
29,98,352,14,14,0.14,5,9,41,4,0
4,81,102,5,12,0.37,0,9,55,2,1
22,154,330,11,10,0.91,9,5,17,3,0
9,47,204,22,43,0.69,5,2,51,2,0
22,135,477,25,0,0.88,2,8,56,5,0
16,21,117,40,13,0.55,3,1,26,3,0
2,176,473,31,40,0.5,1,3,13,4,0
15,167,24,42,2,0.53,7,4,6,4,0
11,26,85,38,1,0.8,2,0,37,4,0
29,180,134,46,36,0.24,3,0,54,3,0
25,185,491,6,40,0.75,5,8,16,1,0
16,93,199,26,44,0.1,6,8,25,5,0
2,137,49,4,8,0.71,4,4,42,2,1
23,91,171,9,25,0.3,1,3,56,2,0
7,39,222,13,21,0.8,8,1,4,4,0
28,134,159,31,17,0.3,9,5,54,4,0
1,80,85,26,1,0.44,0,9,23,4,1
24,45,289,23,1,0.41,2,5,4,4,0
5,42,436,35,11,0.86,5,9,7,1,0
20,70,115,18,32,0.99,7,1,51,2,0
25,192,153,8,10,0.53,9,2,43,1,0
17,21,484,21,11,0.79,1,8,20,3,0
4,162,498,32,4,0.69,0,8,2,3,1
18,47,187,33,18,0.66,2,2,26,1,0
21,171,36,20,19,0.48,9,9,21,5,0
29,107,323,12,15,0.53,3,3,35,3,0
12,49,36,14,36,0.67,4,5,40,3,0
9,20,419,48,33,0.97,8,2,47,4,0
2,99,184,26,22,0.48,6,6,56,4,0
3,115,240,24,16,0.64,0,2,57,3,1
19,50,160,9,40,0.52,6,1,15,4,0
3,55,74,22,0,0.38,2,3,26,4,0
18,198,225,20,0,0.56,1,7,56,3,0
16,100,188,12,20,0.14,3,5,14,4,0
24,106,88,28,37,0.67,3,1,57,5,0
18,170,89,17,1,0.48,1,4,21,5,0
7,120,77,7,22,0.87,3,4,31,4,0
21,69,390,43,23,0.24,9,8,11,3,0
14,124,200,4,19,0.19,3,0,48,2,0
10,43,73,47,27,0.84,6,4,53,2,0
21,108,427,13,6,0.9,2,8,22,5,0
22,32,116,1,34,0.7,4,2,46,4,0
15,28,321,4,32,0.3,4,6,46,4,0
23,122,329,36,33,0.21,1,4,48,1,0
21,148,452,20,22,0.17,8,0,50,1,0
25,18,409,30,48,0.37,4,3,43,1,0
24,96,112,34,36,0.72,1,5,59,5,0
8,59,320,9,4,0.37,2,4,5,2,0
10,149,283,47,13,0.33,5,0,2,4,0
26,66,468,42,33,0.49,4,9,47,2,0
4,107,27,11,15,0.98,5,6,13,3,1
1,57,395,35,49,0.93,5,9,22,1,0
2,23,301,14,1,0.48,4,8,33,2,0
10,49,322,12,3,0.4,4,2,7,2,0
26,91,68,21,9,0.25,3,4,45,3,0
28,196,464,34,44,0.34,0,4,46,3,0
5,133,271,7,42,0.58,4,2,4,2,0
8,27,206,36,28,0.62,5,1,31,3,0
17,142,105,19,30,0.8,2,4,53,2,0
18,162,410,37,35,0.45,5,7,41,2,0
3,112,199,44,11,0.61,6,9,11,5,0
4,55,91,22,35,0.32,3,0,8,1,0
11,114,415,33,9,0.46,0,9,1,2,0
27,84,361,14,29,0.94,1,5,22,3,0
27,118,193,44,29,0.48,8,3,47,4,0
16,44,23,38,18,0.73,6,9,1,2,0
12,112,153,34,28,0.54,5,7,34,2,0
18,39,476,2,46,0.47,0,7,36,4,0
11,109,145,17,39,0.65,9,9,18,2,0
5,31,179,43,3,0.68,3,6,41,4,0
28,126,412,49,25,0.57,4,7,14,4,0
22,22,274,10,3,0.58,7,0,5,3,0
1,111,230,47,44,0.27,2,5,47,5,0
21,68,387,22,32,0.7,6,5,51,3,0
10,73,169,25,13,0.17,5,9,16,5,0
4,29,401,14,16,0.92,3,3,32,1,0
12,195,417,48,1,0.9,2,3,39,4,0
11,59,220,38,49,0.99,6,4,59,4,0
9,198,193,15,39,0.34,4,9,19,4,0
22,68,144,8,25,0.74,0,1,9,2,0
12,77,85,7,37,0.28,1,9,35,4,0
15,92,137,46,20,0.18,8,6,22,3,0
15,135,373,48,2,0.47,1,1,33,2,0
29,87,389,13,4,0.85,1,7,20,5,0
28,197,132,12,24,0.92,3,1,48,1,0
10,108,52,25,20,0.9,1,1,20,3,0
12,112,57,31,37,0.98,0,6,21,1,0
9,11,97,18,39,0.85,5,6,57,5,0
14,102,50,23,40,0.58,6,8,19,3,0
14,69,181,27,39,0.49,6,0,9,4,0
16,59,59,40,30,0.62,0,5,38,1,0
17,132,227,4,40,0.38,0,8,31,4,0
27,12,106,25,49,0.5,8,8,43,4,0
6,195,51,11,19,0.29,4,2,45,1,1
6,117,400,42,0,0.7,2,6,25,5,0
17,167,78,23,24,0.77,5,9,58,3,0
12,134,445,33,25,0.27,4,9,30,2,0
22,46,110,44,41,0.33,5,3,16,3,0
1,62,122,27,1,0.96,4,1,45,3,0
21,32,307,47,17,0.88,3,9,20,2,0
25,157,189,47,13,0.14,5,1,31,5,0
15,75,112,42,13,0.22,0,1,44,4,0
18,96,222,42,25,0.97,5,2,54,5,0
19,11,38,17,17,0.88,6,0,34,5,0
5,83,499,29,21,0.54,5,2,57,1,0
21,194,438,46,28,0.15,4,6,36,5,0
19,178,214,7,5,0.89,7,6,27,5,0
15,167,157,7,17,0.11,3,3,52,1,0
23,134,484,3,3,0.79,0,3,48,5,0
3,189,375,2,17,0.35,3,5,43,5,1
26,143,87,20,1,0.25,6,2,7,2,0
14,197,125,33,1,0.41,8,3,36,2,0
8,49,258,42,12,0.53,4,9,30,5,0
28,86,438,22,42,0.32,5,4,12,4,0
18,191,221,48,13,0.23,8,6,48,5,0
27,135,199,40,39,0.83,3,5,20,1,0
24,192,497,40,24,0.45,5,2,5,4,0
3,77,393,5,24,0.82,4,8,8,3,0
19,68,67,20,15,0.94,9,6,28,5,0
15,175,352,12,23,0.75,4,1,5,3,0
2,41,442,35,16,0.89,4,9,21,3,0
20,154,340,16,3,0.75,1,5,47,2,0
7,102,169,23,28,0.73,2,6,21,1,0
15,168,265,45,25,0.99,3,2,44,2,0
15,32,400,26,8,0.77,3,0,58,3,0
14,103,399,48,30,0.45,1,3,24,3,0
7,98,266,24,29,0.58,2,6,3,5,0
24,134,25,12,15,0.59,7,4,54,5,0
22,133,138,4,18,0.77,0,5,4,5,0
15,83,362,19,2,0.63,0,4,11,5,0
2,187,485,23,12,0.67,0,5,7,1,1
14,180,114,15,30,0.21,5,5,38,2,0
20,165,320,23,29,0.4,6,8,57,2,0
14,100,415,38,34,0.6,8,6,20,5,0
2,195,499,25,15,0.41,4,9,5,4,1
28,146,275,35,18,0.61,6,8,58,4,0
6,72,485,31,3,0.44,2,0,8,3,0
17,53,212,24,28,0.4,0,6,54,5,0
13,159,285,49,28,0.19,4,3,12,1,0
12,116,402,40,27,0.47,5,9,23,5,0
16,133,433,4,8,0.55,0,0,40,2,0
29,106,259,13,24,0.43,8,1,36,1,0
7,93,292,16,17,0.35,4,7,46,4,0
19,74,304,30,21,0.88,0,8,11,3,0
3,66,242,37,8,0.99,2,6,35,4,0
29,24,85,32,19,0.89,9,6,23,4,0
21,165,171,39,13,0.42,2,3,18,3,0
21,67,137,23,47,0.75,7,2,33,4,0
12,61,190,25,19,0.61,4,5,10,4,0
5,75,265,23,17,0.76,8,9,43,3,1
23,155,448,18,8,0.76,3,8,37,5,0
5,79,170,17,43,0.67,2,4,47,3,0
18,170,442,8,34,0.93,1,7,21,5,0
21,191,42,48,16,0.16,1,3,55,3,0
4,48,249,29,1,0.24,9,5,51,4,0
23,159,277,9,17,0.75,8,5,44,5,0
29,105,385,42,43,0.62,4,5,58,5,0
2,151,271,38,48,0.13,5,1,53,1,0
23,59,446,22,7,0.76,6,1,8,3,0
25,120,90,7,20,0.64,9,4,31,2,0
10,109,186,2,45,0.78,7,1,40,1,0
7,168,152,38,48,0.45,8,6,30,4,0
1,55,385,48,11,0.33,2,8,10,2,0
7,137,163,12,15,0.4,3,1,33,3,0
17,45,150,13,2,0.78,9,8,17,5,0
5,136,29,26,14,0.82,6,6,25,1,1
19,125,113,29,6,0.5,0,5,45,2,0
18,115,251,26,26,0.76,2,0,48,4,0
12,46,395,48,22,0.35,1,8,53,5,0
5,95,281,12,24,0.19,7,3,1,2,0
18,183,326,35,9,0.37,2,6,35,2,0
21,71,461,4,18,0.97,1,4,58,5,0
13,76,209,34,48,0.75,6,5,25,1,0
20,184,238,40,27,0.8,7,2,47,5,0
29,60,159,11,21,0.69,4,5,59,1,0
18,139,358,8,1,0.45,0,9,15,2,0
25,70,489,39,9,0.11,1,0,17,3,0
12,81,183,35,34,0.16,6,4,14,3,0
4,58,330,45,34,0.95,1,4,49,1,0
9,181,37,18,34,0.14,1,6,22,5,0
14,119,246,19,17,0.75,4,7,43,3,0
19,94,128,31,24,0.99,4,4,49,5,0
16,96,68,21,24,0.37,3,3,38,2,0
4,126,227,22,7,0.36,7,8,3,2,1
4,17,193,20,35,0.63,3,0,40,2,0
3,96,182,15,36,0.97,5,8,21,4,0
2,139,215,11,6,0.49,6,0,29,4,1
1,44,99,8,11,0.83,0,9,21,4,1
19,168,25,44,5,0.52,8,5,16,5,0
7,153,254,35,44,0.99,1,3,25,4,0
18,47,204,6,11,0.16,1,2,17,5,0
29,68,484,1,6,0.98,3,3,50,4,0
1,120,130,12,20,0.95,7,1,5,3,0
20,30,437,17,45,0.67,6,8,1,2,0
27,32,478,19,44,0.2,6,8,18,5,0
1,127,348,25,6,0.61,9,3,7,5,1
11,167,424,39,22,0.16,5,3,24,4,0
17,135,266,19,49,0.59,7,6,51,5,0
21,44,106,4,44,0.52,9,1,45,3,0
5,147,361,34,30,0.62,1,5,10,3,0
4,27,389,27,38,0.47,9,9,15,4,0
2,78,59,49,16,0.26,7,2,29,1,0
15,37,119,17,35,0.45,2,4,10,4,0
12,120,193,27,26,0.5,3,4,28,4,0
24,95,447,1,26,0.32,2,9,46,5,0
18,130,403,45,38,0.15,1,4,51,4,0
3,117,120,1,32,0.5,9,6,43,1,0
9,111,345,14,35,0.24,2,5,28,4,0
13,157,448,22,32,0.57,7,3,16,1,0
19,183,445,40,44,0.87,3,0,28,1,0
16,107,496,41,46,0.92,7,5,4,1,0
3,152,400,38,7,0.88,9,0,42,5,1
23,135,342,39,35,0.24,3,3,9,3,0
3,18,385,3,40,0.11,6,1,29,5,0
4,131,311,3,26,0.51,2,3,7,5,0
9,110,156,2,3,0.96,1,4,55,1,0
19,14,237,2,0,0.64,0,0,7,3,0
18,184,424,36,14,0.85,0,1,9,3,0
16,62,310,47,7,0.78,8,9,13,1,0
17,18,35,28,46,0.24,7,3,4,4,0
5,34,246,15,43,0.24,9,3,6,5,0
5,28,231,3,48,0.53,2,9,14,1,0
22,134,174,29,37,0.66,9,2,13,2,0
24,148,416,14,26,0.91,6,6,44,5,0
23,133,231,30,19,0.19,3,0,37,3,0
14,78,389,36,15,0.92,4,4,30,5,0
16,146,293,27,44,0.84,6,3,9,5,0
12,89,278,43,0,0.85,0,3,58,1,0
11,155,135,2,15,0.45,5,6,6,4,0
23,118,484,24,26,0.99,1,6,49,2,0
8,134,442,25,9,0.9,9,0,58,4,0
7,79,231,16,42,0.36,4,0,32,5,0
14,18,284,28,46,0.29,5,8,52,5,0
27,71,62,27,40,0.5,3,0,56,2,0
29,17,340,41,7,0.76,1,9,16,4,0
16,113,447,19,46,0.11,5,1,30,3,0
23,151,76,22,42,0.7,5,1,47,2,0
16,30,189,8,15,0.12,5,2,47,4,0
3,102,467,24,5,0.82,8,0,53,4,1
22,37,144,38,48,0.86,8,0,43,3,0
12,61,368,22,8,0.6,4,7,5,4,0
28,27,34,3,34,0.18,6,1,1,1,0
17,145,202,49,34,0.82,8,4,27,3,0
18,158,326,21,8,0.81,5,3,35,4,0
1,137,101,49,17,0.55,7,4,31,2,0
22,23,311,30,4,0.1,3,2,52,4,0
16,169,167,41,26,0.34,1,3,34,3,0
7,92,427,48,35,0.29,3,2,35,1,0
14,180,489,37,16,0.12,9,7,13,3,0
29,30,383,11,25,0.26,8,1,44,5,0
16,199,38,6,31,0.21,1,0,48,2,0
17,74,35,44,30,0.14,9,2,3,1,0
14,88,458,49,20,0.42,2,7,37,1,0
20,56,161,11,0,0.6,2,0,18,4,0
17,152,355,13,43,0.82,2,6,2,3,0
18,146,121,4,22,0.98,7,0,37,1,0
22,190,102,25,29,0.26,9,1,56,2,0
24,47,316,5,44,0.84,2,6,4,3,0
9,10,234,10,14,0.13,2,9,32,1,0
11,58,433,44,35,0.8,2,9,2,2,0
5,89,214,29,32,0.47,0,5,25,2,0
6,35,373,8,8,0.29,6,9,6,1,1
29,89,37,40,32,0.37,9,9,8,5,0
27,125,176,46,25,0.73,9,7,25,2,0
19,196,61,32,38,0.48,7,5,56,4,0
21,136,53,11,28,0.6,4,2,57,2,0
5,24,166,28,32,0.96,8,2,27,1,0
29,159,483,18,3,0.22,4,6,25,4,0
24,73,321,32,35,0.45,9,6,35,3,0
21,165,139,48,0,0.6,1,4,3,2,0
28,128,119,40,34,0.46,7,0,40,5,0
3,164,281,6,41,0.23,4,1,13,5,0
29,194,408,22,14,0.22,6,0,16,4,0
7,35,395,25,18,0.64,6,1,58,3,0
3,160,162,16,28,0.84,1,8,19,2,0
1,74,440,38,45,0.54,4,6,59,4,0
19,171,328,29,29,0.93,0,2,59,3,0
3,89,73,17,22,0.83,8,5,16,5,0
21,159,108,26,10,0.71,4,9,21,4,0
6,62,94,6,38,0.21,4,5,53,4,0
2,184,329,41,10,0.59,9,4,48,3,1
20,111,207,16,21,0.6,5,2,57,5,0
15,32,56,30,38,0.36,3,7,20,1,0
20,125,491,29,17,0.45,6,6,52,3,0
20,31,228,6,0,0.1,2,6,31,1,0
29,36,161,6,42,0.94,8,6,57,4,0
1,106,34,47,24,0.54,0,6,49,5,0
10,193,136,30,1,0.53,9,3,55,5,0
2,25,321,18,38,0.56,7,5,42,1,0
2,65,447,40,43,0.72,5,2,8,5,0
17,129,420,47,10,0.62,9,3,48,3,0
5,122,210,12,30,0.69,6,7,41,4,0
15,184,497,14,13,0.63,4,6,17,4,0
8,160,378,41,10,0.7,4,2,39,2,0
10,83,281,27,41,0.84,5,6,3,4,0
4,140,458,36,26,0.58,9,6,20,4,0
8,124,426,19,19,0.55,8,1,51,1,0
20,24,140,3,46,0.36,2,4,45,4,0
21,106,434,2,11,0.27,3,6,57,5,0
28,197,141,40,28,0.37,2,5,54,5,0
26,177,132,39,46,0.83,6,3,20,3,0
28,150,491,7,28,0.48,2,7,20,3,0
8,122,408,21,31,0.3,8,0,51,5,0
11,188,322,24,49,0.72,1,5,26,2,0
26,28,304,46,12,0.61,8,6,2,1,0
13,90,419,38,12,0.6,3,7,48,5,0
14,167,496,18,38,0.87,6,4,46,1,0
16,108,398,36,30,0.97,8,5,31,4,0
3,144,454,18,30,0.6,2,5,13,2,0
15,199,374,29,47,0.3,2,9,14,1,0
19,13,296,16,49,0.73,9,2,37,1,0
10,30,273,31,6,0.13,3,5,23,4,0
18,190,421,42,14,0.71,4,4,25,4,0
4,70,96,24,47,0.33,1,3,33,1,0
19,32,273,47,11,0.51,5,3,5,1,0
12,77,218,1,44,0.75,7,7,35,4,0
1,29,253,17,1,0.84,2,8,26,3,0
20,65,73,40,9,0.29,3,1,17,3,0
18,27,301,49,31,0.63,7,1,33,3,0
7,123,30,28,2,0.34,6,1,11,3,0
28,155,103,9,7,0.53,2,5,32,4,0
26,10,126,2,31,0.48,7,8,58,2,0
8,148,401,36,19,0.85,8,0,48,5,0
27,177,114,40,23,0.39,5,8,23,5,0
13,101,218,18,9,0.24,2,3,24,5,0
21,133,471,45,39,0.67,8,3,33,1,0
28,157,78,20,25,0.27,1,2,22,5,0
23,146,246,24,43,0.2,7,7,38,2,0
22,58,343,15,12,0.23,9,9,40,3,0
9,168,35,29,19,0.67,5,6,4,3,0
4,120,33,46,10,0.59,3,5,18,2,0
12,59,349,15,40,0.47,7,8,9,4,0
10,150,343,19,37,0.25,1,2,11,1,0
3,84,294,11,21,0.44,1,6,41,2,0
11,132,220,2,43,0.32,1,3,17,2,0
4,77,387,38,12,0.78,7,6,38,4,0
21,83,370,19,0,0.14,2,3,25,1,0
18,32,117,47,31,0.3,7,5,43,5,0
18,51,258,43,38,0.2,9,7,1,4,0
28,109,269,6,14,0.58,0,5,29,4,0
5,50,412,29,8,0.56,3,4,50,4,0
14,81,301,33,31,0.65,3,7,14,3,0
13,123,309,8,47,0.24,0,5,9,1,0
12,197,152,36,30,0.7,9,3,33,5,0
25,23,31,39,15,0.39,4,6,31,3,0
11,85,248,35,29,0.61,0,0,4,3,0
21,134,55,31,33,0.76,7,0,2,5,0
19,94,263,27,33,0.85,7,8,50,1,0
22,43,212,27,46,0.83,3,1,21,1,0
7,160,318,17,25,0.78,8,5,23,2,0
23,81,96,8,47,0.38,5,1,2,1,0
25,68,58,40,39,0.7,8,1,55,4,0
29,42,256,41,28,0.29,0,3,10,3,0
21,167,181,12,9,0.74,9,8,51,4,0
7,54,427,18,25,0.8,0,1,56,2,0
28,46,410,28,10,0.7,1,6,4,3,0
11,88,208,40,37,0.56,7,2,14,3,0
8,190,421,28,38,0.62,6,1,29,1,0
27,22,95,45,38,0.81,9,3,51,1,0
21,137,58,30,8,0.12,7,9,33,1,0
6,194,28,3,22,0.32,4,4,27,1,0
16,88,74,17,32,0.91,3,0,10,5,0
27,102,245,48,36,0.49,9,5,48,5,0
3,89,422,48,15,0.5,1,1,39,3,0
10,121,245,39,32,0.64,4,3,52,5,0
24,60,351,7,25,0.2,7,2,13,4,0
8,14,81,38,5,0.14,3,6,39,5,0
8,161,111,34,31,0.65,9,4,50,1,0
27,12,233,35,2,0.82,6,2,46,5,0
15,28,205,37,23,0.62,7,6,15,2,0
